,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
2655,2656,2656,t495094,0926f839-55e6-4803-9722-b70e2d13dbe5,doylestown,oh,wayne,44230,40.96329,-81.68998,8549,urban,america/new_york,academic librarian,1.0,32.0,"9th grade to 12th grade, no diploma",full time,49271.78,divorced,male,yes,41.01507767,11,0,0,no,two year,no,no,dsl,yes,yes,no,no,yes,yes,yes,yes,yes,bank transfer(automatic),16.74329932,272.8483405,2536.53749,4,5,3,3,5,4,4,4
2656,2657,2657,o549028,b4763f7e-8254-45b1-bd1a-02523eb293f1,constable,ny,franklin,12926,44.95325,-74.32488,2192,urban,america/new_york,passenger transport manager,1.0,38.0,"some college, 1 or more years, no degree",full time,52374.17,married,female,no,13.46908156,14,2,1,no,two year,no,no,fiber optic,yes,yes,no,no,yes,no,yes,yes,yes,mailed check,6.652607765,253.2717751,1225.184798,3,3,3,4,4,3,1,4
2657,2658,2658,c215264,b32344f1-2c14-4da1-8581-5f1fce4efea9,bells,tx,grayson,75414,33.62333,-96.43179,2879,suburban,america/chicago,geographical information systems officer,0.0,53.0,associate's degree,full time,39603.42,never married,male,yes,10.74757546,12,2,1,yes,month-to-month,no,no,fiber optic,yes,yes,yes,no,no,yes,no,no,yes,credit card (automatic),36.19603,160.5384433,877.2126863,4,4,5,3,2,4,4,4
2658,2659,2659,g499792,48445ffc-14f9-4bb6-be86-8d5dcc721954,bloomingdale,nj,passaic,7403,41.02127,-74.33188,7999,suburban,america/new_york,dealer,1.0,25.0,nursery school to 8th grade,full time,138555.91,divorced,male,yes,12.13295482,12,3,0,no,month-to-month,yes,no,dsl,yes,no,yes,no,yes,no,no,yes,yes,bank transfer(automatic),11.96095692,141.3023846,2058.120961,4,2,3,1,6,3,3,6
2659,2660,2660,r981365,c9aca8cf-e3c6-44cb-bd6a-f9fa59860b40,irvine,ca,orange,92617,33.6425,-117.84169,17086,urban,america/los_angeles,contractor,2.0,71.0,ged or alternative credential,full time,20246.17,married,female,yes,10.3654446,13,0,0,no,month-to-month,no,yes,fiber optic,yes,yes,yes,no,yes,no,yes,no,yes,bank transfer(automatic),7.900866112,186.2782193,1063.793472,5,4,4,3,4,4,3,4
2660,2661,2661,j832286,1340fd6b-bd15-45fc-a173-7ee8185c65cd,fullerton,ca,orange,92835,33.90187,-117.91734,23867,rural,america/los_angeles,herbalist,3.0,41.0,regular high school diploma,part time,33186.785,separated,male,no,6.758672132,12,2,0,no,month-to-month,yes,yes,fiber optic,yes,no,no,no,no,no,no,yes,yes,credit card (automatic),4.24529505,148.1857268,707.2606071,4,5,4,4,4,5,5,6
2661,2662,2662,t604835,05967d93-169c-4a39-8d19-bef23a87151d,selah,wa,yakima,98942,46.80184,-120.67506,17148,rural,america/los_angeles,herbalist,3.0,64.0,associate's degree,full time,35087.57,widowed,female,no,31.69349532,16,0,1,no,two year,yes,no,nan,yes,no,no,yes,no,yes,yes,yes,yes,bank transfer(automatic),10.04959791,237.1902509,1421.06817,3,1,2,4,3,3,3,4
2662,2663,2663,i643695,0d9c7636-6ad0-4102-9b9b-370bfaaca1bc,liberty mills,in,wabash,46946,41.03938,-85.73048,24,rural,america/indiana/indianapolis,bonds trader,1.0,56.0,regular high school diploma,full time,33186.785,divorced,female,no,8.812351303,10,2,3,no,month-to-month,yes,yes,dsl,yes,no,yes,no,yes,no,yes,no,yes,bank transfer(automatic),11.46673877,132.3486181,1715.911701,4,3,4,4,2,4,3,6
2663,2664,2664,d888294,1bf64ca5-98ec-4617-97c3-5e4e5c97a958,yantis,tx,wood,75497,32.92201,-95.57201,3368,urban,america/chicago,physiotherapist,6.0,53.0,"some college, less than 1 year",part time,33186.785,widowed,male,yes,13.35612474,13,0,0,no,month-to-month,yes,no,nan,yes,yes,no,no,yes,no,no,yes,yes,electronic check,4.469397788,161.0929799,834.0925038,2,2,2,4,3,4,1,4
2664,2665,2665,m477891,c849866b-c98c-4527-b6bb-a2c8b6825f55,forsyth,ga,monroe,31029,33.03734,-83.92709,16459,rural,america/new_york,"therapist, music",3.0,55.0,associate's degree,unemployed,77277.55,widowed,female,no,13.66394795,14,0,0,no,month-to-month,yes,yes,fiber optic,yes,no,yes,yes,no,yes,no,yes,yes,bank transfer(automatic),10.59490514,184.8494941,1272.863604,4,5,4,4,4,3,3,3
2665,2666,2666,d33088,b2662b8b-6828-4545-908c-d4771d141a02,eggleston,va,giles,24086,37.27426,-80.6343,148,rural,america/new_york,sales promotion account executive,9.0,21.0,ged or alternative credential,part time,33765.05,separated,male,yes,7.963046886,11,2,1,no,month-to-month,no,no,nan,yes,yes,no,yes,yes,no,no,yes,yes,bank transfer(automatic),2.828179792,183.1246995,3382.424,3,2,4,3,4,3,4,3
2666,2667,2667,z865787,ca13799b-4246-4fed-bb16-97596d51ecc5,south pittsburg,tn,marion,37380,35.07588,-85.75437,6402,rural,america/chicago,special effects artist,1.0,53.0,"some college, less than 1 year",retired,15205.14,divorced,female,yes,14.79130125,12,2,0,no,two year,no,yes,nan,yes,yes,no,yes,yes,yes,yes,yes,no,bank transfer(automatic),6.711560385,254.8300351,1200.461726,2,3,2,4,4,3,3,4
2667,2668,2668,p151266,8b987e6d-fd86-4c88-99a2-92230ac0178f,kremlin,ok,garfield,73753,36.55169,-97.85715,414,suburban,america/chicago,conference centre manager,1.0,38.0,bachelor's degree,full time,32982.82,widowed,female,no,13.8106703,11,1,0,no,one year,yes,no,dsl,yes,no,no,no,no,no,no,yes,yes,mailed check,5.251569917,126.9272233,1069.18746,4,5,4,4,3,3,5,4
2668,2669,2669,q616832,be3f7a31-a510-43b0-934e-a4368caa75ea,lima,oh,allen,45807,40.80636,-84.17079,12407,suburban,america/new_york,corporate investment banker,1.0,40.0,"some college, less than 1 year",full time,13139.33,married,male,no,8.711438621,15,0,0,no,month-to-month,no,no,fiber optic,yes,yes,no,yes,yes,no,no,no,yes,mailed check,16.42990185,179.5090855,1800.326325,4,4,3,2,5,4,2,2
2669,2670,2670,r882445,767df0ae-d414-47f6-9781-e387db62dc9c,putnam valley,ny,putnam,10579,41.3938,-73.83612,8483,urban,america/new_york,probation officer,1.0,53.0,bachelor's degree,student,48293.12,never married,male,yes,11.24970654,13,0,0,no,month-to-month,yes,yes,dsl,yes,no,yes,no,yes,no,yes,yes,no,electronic check,7.896370799,202.3108313,1725.323883,3,3,3,5,3,5,3,4
2670,2671,2671,c72437,50762893-47ca-42df-b7d6-62c9a25b1cc1,noxon,mt,sanders,59853,48.05707,-115.76963,702,rural,america/denver,research scientist (medical),1.0,56.0,ged or alternative credential,student,83923.73,divorced,female,yes,11.66613183,12,1,0,no,month-to-month,no,no,nan,yes,no,yes,no,no,yes,yes,no,yes,electronic check,15.06815402,119.8475014,1516.686884,5,6,5,6,2,5,4,5
2671,2672,2672,e553347,b19e1e40-659a-4355-b6f3-bd7439759d0a,williamsburg,mi,grand traverse,49690,44.78225,-85.39565,6891,suburban,america/detroit,"engineer, manufacturing",2.0,55.0,bachelor's degree,part time,10487.07,widowed,male,yes,9.286376003,17,1,0,no,month-to-month,no,no,fiber optic,no,yes,no,no,no,yes,yes,yes,yes,credit card (automatic),36.19603,252.674605,924.6142337,4,3,4,3,4,3,4,5
2672,2673,2673,b129670,2bfa3779-4f93-459e-852b-73e5ac5886a0,saint francis,ky,marion,40062,37.60316,-85.43182,218,suburban,america/new_york,"buyer, industrial",0.0,45.0,associate's degree,part time,25280.79,married,male,no,11.22539964,10,0,1,no,two year,yes,yes,dsl,yes,no,no,no,no,no,no,yes,no,credit card (automatic),17.26450898,126.6369201,2082.052634,5,5,4,3,2,4,4,3
2673,2674,2674,t399319,fe71e2d0-b827-4fa6-bbf2-977988339b0a,cornelia,ga,habersham,30531,34.51014,-83.59159,10818,suburban,america/new_york,learning mentor,2.0,53.0,master's degree,retired,33186.785,widowed,male,no,7.882691824,11,2,0,no,one year,no,no,dsl,yes,yes,no,yes,no,no,no,yes,no,electronic check,16.58520058,182.6242853,2329.310551,3,4,3,2,6,3,2,4
2674,2675,2675,u954852,7bb3966a-1d1f-4623-8dd5-9c202eb97de6,betsy layne,ky,floyd,41605,37.55547,-82.62666,727,rural,america/new_york,curator,1.0,20.0,"some college, 1 or more years, no degree",full time,28051.07,divorced,female,no,10.80335796,17,0,0,no,one year,no,no,fiber optic,yes,yes,yes,yes,yes,yes,no,no,no,credit card (automatic),10.81513738,194.6750868,1341.508482,4,4,4,4,3,5,6,3
2675,2676,2676,r934554,5eb4ba91-af68-4d2e-8b8b-b58691d3f323,roaring spring,pa,blair,16673,40.31244,-78.39147,5587,suburban,america/new_york,photographer,3.0,50.0,regular high school diploma,retired,70321.71,separated,male,yes,13.15811405,10,0,1,no,month-to-month,yes,no,fiber optic,yes,no,yes,yes,yes,no,yes,no,no,mailed check,4.61782427,187.6516759,967.8404944,3,4,4,2,3,2,4,3
2676,2677,2677,e926120,de49c4fd-5df1-4f36-9159-4cf2217a3c62,perham,mn,otter tail,56573,46.61557,-95.55126,6210,suburban,america/chicago,associate professor,1.0,63.0,"some college, 1 or more years, no degree",full time,16538.08,widowed,female,no,12.25063082,12,1,0,no,two year,yes,no,nan,yes,no,no,yes,no,yes,yes,no,yes,bank transfer(automatic),2.237974899,140.6633985,492.0307787,3,4,4,4,3,3,4,3
2677,2678,2678,q806598,35087018-41c9-4684-aedf-0866df484fbf,sharon,wi,walworth,53585,42.52965,-88.71557,2243,rural,america/chicago,"designer, television/film set",0.0,34.0,master's degree,part time,27290.36,divorced,male,no,9.210098767,13,1,0,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,yes,no,yes,yes,credit card (automatic),12.1445326,158.8926093,1289.426725,4,3,3,3,5,3,3,3
2678,2679,2679,k669942,1684ae5a-37e8-43b3-b7c9-61cf0d7571f3,chester,ar,crawford,72934,35.68854,-94.27204,778,urban,america/chicago,"designer, interior/spatial",1.0,53.0,"some college, 1 or more years, no degree",full time,60280.07,never married,male,no,5.830697589,12,1,2,no,month-to-month,yes,no,dsl,yes,no,yes,no,no,yes,yes,no,yes,bank transfer(automatic),23.8699635,132.7494352,2609.91314,3,4,3,6,2,4,3,5
2679,2680,2680,h203586,8be92efd-edbb-4e7b-bab4-41f7501542d7,hayesville,nc,clay,28904,35.06241,-83.72758,8759,rural,america/new_york,counselling psychologist,1.0,62.0,bachelor's degree,part time,21987.29,widowed,male,yes,13.05140644,14,3,1,no,month-to-month,no,no,nan,yes,no,no,yes,no,no,yes,no,no,electronic check,7.495281095,128.170674,968.8124201,4,5,4,3,3,4,4,4
2680,2681,2681,m664307,64d4f9ef-281b-454e-bded-ed31a0ea7419,big flats,ny,chemung,14814,42.15002,-76.95274,1833,suburban,america/new_york,"production designer, theatre/television/film",4.0,60.0,bachelor's degree,full time,23624.9,never married,prefer not to answer,no,7.445153628,10,2,2,no,month-to-month,yes,yes,fiber optic,yes,no,no,no,no,yes,yes,no,yes,mailed check,8.75692254,148.0330184,964.5339675,4,4,4,3,4,3,3,3
2681,2682,2682,d308819,0dcdd2a2-4576-4840-ba79-0d4599b5ba84,longmont,co,boulder,80503,40.17005,-105.20363,34791,rural,america/denver,event organiser,1.0,53.0,professional school degree,retired,33186.785,divorced,female,no,6.6393128,14,0,0,no,two year,yes,no,dsl,yes,yes,no,yes,yes,no,no,yes,no,bank transfer(automatic),5.874948556,196.333414,3382.424,4,4,4,2,4,3,3,5
2682,2683,2683,p770229,73c4f790-87da-407f-947d-6d949fc22de1,pioneer,oh,williams,43554,41.66031,-84.55807,2371,rural,america/new_york,restaurant manager,2.0,19.0,bachelor's degree,student,58988.72,divorced,prefer not to answer,no,11.33037748,12,1,0,no,two year,yes,no,dsl,no,no,yes,yes,no,no,yes,no,yes,electronic check,7.238006371,154.1093196,1495.619695,4,3,5,4,3,5,4,2
2683,2684,2684,i445425,ce0f3e6c-0593-4f79-80f6-29d619c433f7,mears,mi,oceana,49436,43.67849,-86.46311,1509,urban,america/detroit,"production assistant, television",5.0,53.0,master's degree,full time,33186.785,divorced,female,no,11.05808049,11,1,0,no,month-to-month,yes,no,nan,yes,no,yes,no,yes,no,yes,no,no,credit card (automatic),5.449245581,120.3779674,1034.133433,5,5,6,3,4,3,3,4
2684,2685,2685,r714397,f089a7f6-600c-4191-a8f2-6256052acc0c,melcher dallas,ia,marion,50163,41.22222,-93.24101,822,rural,america/chicago,consulting civil engineer,1.0,35.0,bachelor's degree,unemployed,4480.29,married,female,no,5.931491236,9,1,0,yes,one year,no,yes,dsl,no,no,no,no,no,no,no,yes,yes,bank transfer(automatic),5.61407391,126.3296594,1108.726166,3,3,3,2,6,1,1,3
2685,2686,2686,f60760,755d0257-5387-4cac-a76f-9a149d8a0ed2,new hope,al,madison,35760,34.54918,-86.38259,4869,suburban,america/chicago,warden/ranger,0.0,55.0,regular high school diploma,full time,57944.08,separated,male,no,4.731184043,12,1,0,no,one year,no,no,fiber optic,no,no,yes,yes,no,no,no,yes,yes,electronic check,4.53472112,172.5343361,761.9139877,4,4,4,4,3,4,3,3
2686,2687,2687,g271409,a62778f5-b162-4201-9f40-82782c797133,terre haute,in,vigo,47805,39.54706,-87.32665,12695,rural,america/indiana/indianapolis,counselling psychologist,4.0,53.0,bachelor's degree,full time,80674.2,divorced,male,yes,39.20304338,12,0,1,no,two year,yes,no,nan,yes,yes,no,no,yes,no,yes,yes,yes,electronic check,10.06394737,247.5252182,1686.732783,3,3,3,4,3,2,3,3
2687,2688,2688,s509823,17fa7f39-1dc8-4f63-82e0-37ecb5a98cdd,ogallah,ks,trego,67656,38.98979,-99.75605,34,suburban,america/chicago,"editor, film/video",2.0,66.0,regular high school diploma,full time,67090.95,divorced,male,no,16.0746343,19,1,0,yes,one year,no,no,fiber optic,yes,yes,yes,no,no,no,no,no,no,electronic check,22.12945361,147.382999,2047.373281,3,4,3,4,3,4,4,3
2688,2689,2689,y244740,f847d11c-ca18-4dfe-bba2-64394f058f98,caruthersville,mo,pemiscot,63830,36.13005,-89.69069,6917,rural,america/chicago,"buyer, retail",1.0,82.0,"some college, less than 1 year",unemployed,22420.64,separated,male,no,9.13596109,14,3,0,no,one year,no,no,nan,no,no,no,no,no,no,no,no,yes,bank transfer(automatic),15.51391987,80.01694932,1244.129071,4,3,5,5,1,5,5,5
2689,2690,2690,w832522,6e9c503b-bbe2-4099-9aa6-069c4c285977,steelville,mo,crawford,65565,37.90612,-91.24857,5060,suburban,america/chicago,corporate investment banker,1.0,23.0,"some college, 1 or more years, no degree",full time,75633.41,married,male,yes,13.47835303,13,1,1,yes,two year,no,no,dsl,yes,no,yes,yes,yes,no,no,yes,no,credit card (automatic),4.526424442,166.0450732,1395.575443,4,4,4,4,2,5,2,4
2690,2691,2691,d676040,80e9a1b0-013c-4c5b-8ac4-cd87aa570c80,mitchell,sd,davison,57301,43.71377,-98.04725,18465,urban,america/chicago,aid worker,1.0,42.0,master's degree,part time,18944.96,divorced,male,yes,10.8553513,14,2,1,no,month-to-month,no,no,fiber optic,yes,no,no,yes,yes,no,yes,no,yes,credit card (automatic),6.183691733,171.6679314,981.2775952,4,4,2,3,3,3,2,1
2691,2692,2692,k507325,36dac1a5-1e08-4113-bc24-94344ca0f7c8,laurel hill,fl,okaloosa,32567,30.92503,-86.43981,3104,urban,america/chicago,"engineer, production",0.0,66.0,associate's degree,full time,8840.8,widowed,female,yes,9.772021597,14,1,0,no,month-to-month,yes,no,fiber optic,yes,no,yes,yes,yes,yes,yes,yes,yes,mailed check,17.27999176,258.7058454,2074.948906,3,4,2,3,6,2,2,2
2692,2693,2693,a22477,bac26e80-0fe1-4165-86ff-6bd7a305bcb3,fargo,nd,cass,58103,46.85617,-96.82207,49344,urban,america/chicago,"surveyor, land/geomatics",0.0,86.0,"some college, less than 1 year",part time,40316.05,never married,male,no,14.15474306,10,2,0,yes,one year,no,no,fiber optic,yes,no,no,yes,yes,yes,yes,no,yes,credit card (automatic),3.628866529,183.7677731,601.2192303,4,4,4,4,2,5,5,3
2693,2694,2694,c324392,552c8107-686e-48d9-a32e-6c178a8bfff1,sussex,wi,waukesha,53089,43.1472,-88.23476,19151,urban,america/chicago,textile designer,1.0,73.0,"some college, 1 or more years, no degree",part time,29693.07,divorced,male,no,14.89893719,8,1,0,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,no,yes,no,no,yes,electronic check,4.888977335,150.1580713,532.1499344,3,3,3,2,5,2,2,4
2694,2695,2695,m516584,d707fe3a-3fd9-4b39-a9e0-41ff97eb0267,redfield,ar,jefferson,72132,34.44934,-92.2056,3650,rural,america/chicago,clinical biochemist,0.0,43.0,regular high school diploma,student,18677.06,divorced,prefer not to answer,no,4.993627965,12,0,0,no,month-to-month,yes,no,nan,yes,no,no,no,no,yes,yes,no,yes,bank transfer(automatic),4.431604491,116.8987833,542.7248776,4,4,5,5,3,4,3,4
2695,2696,2696,a595003,deb50c9b-f6dd-4534-9f65-3773118fc7eb,miami beach,fl,miami-dade,33141,25.85114,-80.14141,40005,rural,america/new_york,newspaper journalist,1.0,83.0,regular high school diploma,student,18549.91,never married,female,no,14.81828155,10,0,0,no,one year,no,yes,fiber optic,yes,yes,no,no,no,no,yes,yes,yes,bank transfer(automatic),8.377189006,239.6138576,1133.808688,4,4,3,4,2,6,5,5
2696,2697,2697,m812363,1bcde2ad-99fb-48be-9645-2123769942a6,lawton,mi,van buren,49065,42.13619,-85.84016,6608,rural,america/detroit,orthoptist,1.0,53.0,ged or alternative credential,full time,33186.785,widowed,male,yes,9.32541292,15,1,1,no,month-to-month,yes,yes,dsl,yes,yes,yes,no,yes,no,no,yes,yes,bank transfer(automatic),21.09952658,174.1038208,2540.062525,3,2,2,4,4,3,3,1
2697,2698,2698,h404111,be09c3c8-7063-407a-8f2c-75aa2a101666,magee,ms,simpson,39111,31.89314,-89.71877,9679,suburban,america/chicago,"geneticist, molecular",1.0,38.0,"9th grade to 12th grade, no diploma",full time,18967.02,divorced,female,yes,8.501272481,11,1,0,no,one year,yes,no,fiber optic,yes,yes,yes,yes,yes,no,no,yes,yes,bank transfer(automatic),1.989683922,217.3259971,714.7114049,4,5,4,4,4,3,4,4
2698,2699,2699,c980527,53206f1f-ede9-4c42-9a9a-31cb06be67e7,las vegas,nm,san miguel,87701,35.53869,-104.927,19039,suburban,america/denver,industrial/product designer,1.0,76.0,bachelor's degree,full time,33186.785,widowed,male,yes,11.81674389,14,1,0,yes,month-to-month,no,no,dsl,yes,yes,no,no,yes,yes,no,yes,yes,bank transfer(automatic),17.55758834,183.9524339,2258.203171,4,3,3,2,4,3,2,5
2699,2700,2700,o608143,a7decafb-2bd6-4314-af53-92d3c49a5d4b,interlachen,fl,putnam,32148,29.60797,-81.88407,10450,rural,america/new_york,radio broadcast assistant,1.0,79.0,"some college, less than 1 year",retired,40279.05,never married,male,no,10.66812877,11,1,1,no,two year,no,no,fiber optic,yes,yes,yes,yes,no,no,no,no,no,bank transfer(automatic),10.55294353,170.4459485,1119.402193,3,5,3,4,3,2,3,5
2700,2701,2701,m739753,904eac89-c330-4ebc-af59-85f21e526667,glendale,az,maricopa,85310,33.69578,-112.17189,19649,rural,america/phoenix,"designer, fashion/clothing",4.0,38.0,"some college, 1 or more years, no degree",full time,33868.71,widowed,female,yes,13.01362462,12,1,1,no,month-to-month,no,no,nan,yes,no,yes,yes,no,no,yes,no,no,mailed check,8.436679111,128.5154748,1214.354546,3,1,3,3,3,2,4,4
2701,2702,2702,j773316,13c7a4ed-7a37-42fc-8f76-cb308ce44a11,raleigh,nc,wake,27606,35.74049,-78.71758,46589,rural,america/new_york,brewing technologist,1.0,51.0,nursery school to 8th grade,full time,48969.64,never married,female,yes,8.851825043,11,0,0,yes,month-to-month,yes,yes,fiber optic,yes,no,no,no,no,no,no,yes,no,mailed check,36.19603,147.004065,1429.845787,5,5,5,3,3,3,3,1
2702,2703,2703,c94744,a760e95d-8f1b-4609-a177-f4b9ba1d96f6,florissant,mo,st. louis,63034,38.84808,-90.28876,17879,rural,america/chicago,chartered loss adjuster,1.0,53.0,"9th grade to 12th grade, no diploma",full time,22041.71,widowed,male,yes,11.963779,14,3,0,no,month-to-month,yes,yes,fiber optic,no,no,yes,no,no,no,no,yes,yes,electronic check,9.436908795,151.9225592,1150.114958,4,4,4,2,3,4,4,5
2703,2704,2704,v252156,a15fad95-c96a-4ae5-9fe3-1e2e9727bb8e,mendocino,ca,mendocino,95460,39.30879,-123.75604,2277,suburban,america/los_angeles,hydrographic surveyor,1.0,65.0,"some college, less than 1 year",unemployed,25491.07,separated,male,yes,16.01859229,7,0,0,yes,month-to-month,yes,no,fiber optic,yes,yes,no,no,yes,no,no,yes,no,credit card (automatic),13.50243543,191.0422675,1544.180199,2,2,2,3,3,3,2,2
2704,2705,2705,a995509,52fefddf-3ca0-4014-8554-3b85255da0be,sterling city,tx,sterling,76951,31.81488,-101.04641,1141,urban,america/chicago,oncologist,2.0,53.0,associate's degree,full time,33186.785,widowed,male,yes,11.01268062,10,0,1,yes,one year,yes,no,dsl,yes,no,no,yes,yes,no,yes,no,no,mailed check,1.717358823,152.6581477,944.8425929,3,3,4,6,3,3,3,5
2705,2706,2706,n213769,de9a502c-75ee-492c-939f-281ff3e7ce40,lytle,tx,atascosa,78052,29.20448,-98.77533,7362,suburban,america/chicago,phytotherapist,0.0,53.0,"9th grade to 12th grade, no diploma",part time,16680.61,divorced,female,yes,5.277022615,10,1,1,no,month-to-month,yes,no,fiber optic,yes,yes,yes,no,no,no,no,yes,yes,bank transfer(automatic),36.19603,183.6767311,518.7305953,3,2,2,4,3,3,3,4
2706,2707,2707,v639117,83911fa0-b300-4db4-aec8-6e4e734cb9df,old glory,tx,stonewall,79540,33.16876,-100.03773,77,urban,america/chicago,armed forces training and education officer,1.0,73.0,"some college, 1 or more years, no degree",retired,108960.66,never married,female,yes,8.295694443,13,1,1,yes,month-to-month,yes,no,dsl,yes,yes,no,yes,no,yes,no,no,yes,bank transfer(automatic),1.38776937,159.3320455,617.6429974,3,3,2,4,4,3,4,3
2707,2708,2708,p299531,f26b6b9f-ce0c-4096-b90a-05a186e164a8,pinon hills,ca,san bernardino,92372,34.44481,-117.62514,6282,suburban,america/los_angeles,insurance account manager,4.0,51.0,"some college, less than 1 year",full time,18347.2,widowed,female,yes,11.87240559,11,1,0,no,one year,yes,yes,nan,yes,yes,no,no,yes,no,yes,yes,yes,bank transfer(automatic),10.39541776,220.7239451,1581.59431,3,2,2,4,3,4,3,3
